VISIT,VISITNUM,TRTA,TRTAN,PARAM,PARAMCD,comment,lsmeans,lsmeans_stderr,covariatestructure,Effect
WEEK 16,10,Placebo,0,Basophils (GI/L),BASO,,-0.01105,0.002556,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline Low Dose,54,Basophils (GI/L),BASO,,-0.00815,0.002971,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline High Dose,81,Basophils (GI/L),BASO,,-0.00131,0.003130,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Placebo,0,Basophils (GI/L),BASO,,-0.00687,0.002535,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline Low Dose,54,Basophils (GI/L),BASO,,-0.00790,0.003334,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline High Dose,81,Basophils (GI/L),BASO,,-0.00778,0.003377,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Placebo,0,Basophils (GI/L),BASO,,-0.00764,0.002271,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline Low Dose,54,Basophils (GI/L),BASO,,-0.00498,0.003041,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline High Dose,81,Basophils (GI/L),BASO,,-0.00270,0.002855,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Placebo,0,Basophils (GI/L),BASO,,,,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Xanomeline Low Dose,54,Basophils (GI/L),BASO,,,,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Placebo,0,Basophils (GI/L),BASO,,-0.01000,0.002728,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline Low Dose,54,Basophils (GI/L),BASO,,-0.00824,0.003802,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline High Dose,81,Basophils (GI/L),BASO,,-0.00008,0.003688,Compound Symmetry,TRTAN*VISITNUM
,,,,Basophils (GI/L),BASO,Did not converge or Unable to make Hessian positive definite,,,First Order Autoregressive,
,,,,Basophils (GI/L),BASO,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous Compound Symmetry,
,,,,Basophils (GI/L),BASO,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous First Order Autoregressive,
,,,,Basophils (GI/L),BASO,Did not converge or Unable to make Hessian positive definite,,,Toeplitz,
,,,,Basophils (GI/L),BASO,Did not converge or Unable to make Hessian positive definite,,,Unstructured,
,_,Placebo,0,Eosinophils (GI/L),EOS,,,,Compound Symmetry,TRTAN
,_,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,,,Compound Symmetry,TRTAN
,_,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,,,Compound Symmetry,TRTAN
UNSCHEDULED 1.1,1.1,Placebo,0,Eosinophils (GI/L),EOS,,0.04011,0.04198,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.03272,0.04275,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.02443,0.04246,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.1446,0.2504,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,-0.02189,0.1582,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.3,1.3,Placebo,0,Eosinophils (GI/L),EOS,,,,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Placebo,0,Eosinophils (GI/L),EOS,,-0.01745,0.01459,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.02075,0.01476,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,-0.00495,0.01485,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Placebo,0,Eosinophils (GI/L),EOS,,,,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,,,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Placebo,0,Eosinophils (GI/L),EOS,,-0.01770,0.01467,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.01856,0.01536,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.02523,0.01542,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Placebo,0,Eosinophils (GI/L),EOS,,,,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,,,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Placebo,0,Eosinophils (GI/L),EOS,,-0.01746,0.01511,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.06878,0.01613,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.1030,0.01573,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.08643,0.1010,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.03973,0.1621,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Placebo,0,Eosinophils (GI/L),EOS,,-0.02095,0.01513,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.1503,0.01627,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.09523,0.01643,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Placebo,0,Eosinophils (GI/L),EOS,,0.03238,0.08699,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.07260,0.1132,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Placebo,0,Eosinophils (GI/L),EOS,,-0.03059,0.01566,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.09292,0.01669,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.1066,0.01653,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Placebo,0,Eosinophils (GI/L),EOS,,-0.03295,0.07750,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.1185,0.2531,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Placebo,0,Eosinophils (GI/L),EOS,,-0.03883,0.01547,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.05845,0.01781,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.07690,0.01869,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Placebo,0,Eosinophils (GI/L),EOS,,-0.04425,0.01535,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.05439,0.01978,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.01752,0.02008,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Placebo,0,Eosinophils (GI/L),EOS,,-0.03201,0.01393,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.03837,0.01817,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.04008,0.01719,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Placebo,0,Eosinophils (GI/L),EOS,,,,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,,,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Placebo,0,Eosinophils (GI/L),EOS,,-0.04283,0.01642,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.03419,0.02242,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.01497,0.02190,Compound Symmetry,TRTAN*VISITNUM
,,,,Eosinophils (GI/L),EOS,Did not converge or Unable to make Hessian positive definite,,,First Order Autoregressive,
,,,,Eosinophils (GI/L),EOS,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous Compound Symmetry,
,,,,Eosinophils (GI/L),EOS,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous First Order Autoregressive,
,,,,Eosinophils (GI/L),EOS,Did not converge or Unable to make Hessian positive definite,,,Toeplitz,
,,,,Eosinophils (GI/L),EOS,Did not converge or Unable to make Hessian positive definite,,,Unstructured,
,_,Placebo,0,Hematocrit,HCT,,,,Compound Symmetry,TRTAN
,_,Xanomeline Low Dose,54,Hematocrit,HCT,,,,Compound Symmetry,TRTAN
,_,Xanomeline High Dose,81,Hematocrit,HCT,,,,Compound Symmetry,TRTAN
UNSCHEDULED 1.1,1.1,Placebo,0,Hematocrit,HCT,,-0.00484,0.009326,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.00958,0.009562,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00823,0.008719,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.02919,0.01436,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline High Dose,81,Hematocrit,HCT,,-0.03293,0.03019,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.3,1.3,Placebo,0,Hematocrit,HCT,,,,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Placebo,0,Hematocrit,HCT,,-0.00371,0.002915,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.00847,0.002952,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00559,0.002994,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Placebo,0,Hematocrit,HCT,,,,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Xanomeline Low Dose,54,Hematocrit,HCT,,,,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Placebo,0,Hematocrit,HCT,,-0.00428,0.002957,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.01407,0.003092,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00833,0.003132,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Placebo,0,Hematocrit,HCT,,,,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Xanomeline Low Dose,54,Hematocrit,HCT,,,,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Placebo,0,Hematocrit,HCT,,-0.00803,0.003039,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.01190,0.003250,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00569,0.003127,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.05025,0.03133,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline High Dose,81,Hematocrit,HCT,,-0.1210,0.1013,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Placebo,0,Hematocrit,HCT,,-0.00481,0.003036,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.01107,0.003328,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00712,0.003313,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Placebo,0,Hematocrit,HCT,,-0.03730,0.02457,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.03988,0.02163,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Placebo,0,Hematocrit,HCT,,-0.00698,0.003164,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.01387,0.003366,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00728,0.003351,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Placebo,0,Hematocrit,HCT,,0.005966,0.01527,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Xanomeline High Dose,81,Hematocrit,HCT,,-0.02200,0.02155,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Placebo,0,Hematocrit,HCT,,-0.00126,0.003111,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.00895,0.003586,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00615,0.003828,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Placebo,0,Hematocrit,HCT,,-0.00511,0.003092,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.00578,0.004040,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00974,0.004109,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Placebo,0,Hematocrit,HCT,,-0.00241,0.002798,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.00760,0.003667,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00425,0.003498,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Placebo,0,Hematocrit,HCT,,,,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Xanomeline Low Dose,54,Hematocrit,HCT,,,,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Placebo,0,Hematocrit,HCT,,-0.00319,0.003377,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.00381,0.004567,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00827,0.004501,Compound Symmetry,TRTAN*VISITNUM
,,,,Hematocrit,HCT,Did not converge or Unable to make Hessian positive definite,,,First Order Autoregressive,
,,,,Hematocrit,HCT,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous Compound Symmetry,
,,,,Hematocrit,HCT,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous First Order Autoregressive,
,,,,Hematocrit,HCT,Did not converge or Unable to make Hessian positive definite,,,Toeplitz,
,,,,Hematocrit,HCT,Did not converge or Unable to make Hessian positive definite,,,Unstructured,
,,,,Hemoglobin (mmol/L),HGB,Did not converge or Unable to make Hessian positive definite,,,First Order Autoregressive,
,,,,Hemoglobin (mmol/L),HGB,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous Compound Symmetry,
,,,,Hemoglobin (mmol/L),HGB,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous First Order Autoregressive,
,,,,Hemoglobin (mmol/L),HGB,Did not converge or Unable to make Hessian positive definite,,,Toeplitz,
,,,,Hemoglobin (mmol/L),HGB,Did not converge or Unable to make Hessian positive definite,,,Unstructured,
,_,Placebo,0,Lymphocytes (GI/L),LYM,,,,Compound Symmetry,TRTAN
,_,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,,,Compound Symmetry,TRTAN
,_,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,,,Compound Symmetry,TRTAN
UNSCHEDULED 1.1,1.1,Placebo,0,Lymphocytes (GI/L),LYM,,-0.09457,0.1420,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,-0.09113,0.1377,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,0.1237,0.1376,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,-0.2012,0.4797,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-0.7114,0.6882,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.3,1.3,Placebo,0,Lymphocytes (GI/L),LYM,,,,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Placebo,0,Lymphocytes (GI/L),LYM,,-0.1005,0.04425,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.01141,0.04463,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,0.01418,0.04510,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Placebo,0,Lymphocytes (GI/L),LYM,,,,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,,,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Placebo,0,Lymphocytes (GI/L),LYM,,-0.01715,0.04446,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.002473,0.04669,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-0.04860,0.04702,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Placebo,0,Lymphocytes (GI/L),LYM,,,,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,,,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Placebo,0,Lymphocytes (GI/L),LYM,,0.01035,0.04601,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.04633,0.04940,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-0.04678,0.04801,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.3171,0.2992,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-1.4203,0.7706,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Placebo,0,Lymphocytes (GI/L),LYM,,-0.00709,0.04610,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.05647,0.04986,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-0.05005,0.05064,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Placebo,0,Lymphocytes (GI/L),LYM,,-0.3036,0.3477,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.5201,0.3398,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Placebo,0,Lymphocytes (GI/L),LYM,,-0.07782,0.04792,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,-0.05740,0.05142,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-0.06293,0.05078,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Placebo,0,Lymphocytes (GI/L),LYM,,0.03852,0.2239,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,0.6446,0.3294,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Placebo,0,Lymphocytes (GI/L),LYM,,-0.04314,0.04729,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,-0.08498,0.05536,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-0.00862,0.05836,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Placebo,0,Lymphocytes (GI/L),LYM,,-0.08242,0.04694,Compound Symmetry,TRTAN*VISITNUM
